N1;N2;N3;N4;N5;E1;E2;HasWin
3;3;46;12;35;9;2;0
16;25;10;27;4;10;4;0
18;49;35;38;31;4;0;0
4;17;12;17;24;1;6;0
16;47;44;15;30;1;8;0
9;23;36;42;18;1;7;0
44;39;15;18;0;10;3;0
41;42;3;24;32;2;6;0
24;24;33;23;39;0;0;0
19;32;14;6;29;4;5;0
29;29;3;29;24;7;0;0
47;17;45;30;1;6;9;0
9;23;31;46;28;9;9;0
11;36;40;25;1;4;4;0
48;31;21;4;23;6;6;0
35;40;4;48;26;7;7;0
34;14;4;19;18;9;10;0
20;48;7;1;21;4;9;0
48;23;7;25;49;3;2;0
30;20;18;33;1;11;7;0
43;8;9;7;18;6;4;0
26;9;13;1;18;5;11;0
19;18;21;49;7;3;4;0
0;0;2;37;34;1;6;0
29;25;37;9;29;7;11;0
33;27;49;40;23;9;6;0
35;1;3;7;41;1;5;0
12;7;47;23;1;8;10;0
43;6;14;45;4;10;0;0
1;32;16;22;32;10;9;0
14;35;0;18;13;5;11;0
29;32;33;15;13;3;0;0
32;23;39;43;46;7;9;0
16;37;2;7;44;7;2;0
4;33;4;10;43;10;4;0
39;45;41;9;34;4;0;0
4;31;3;34;46;10;6;0
0;9;38;3;42;7;7;0
34;44;43;47;16;0;10;0
7;20;5;28;27;10;5;0
33;22;23;15;3;4;5;0
39;5;3;22;11;5;2;0
18;36;14;37;30;7;2;0
1;41;27;25;29;9;4;0
18;6;10;9;22;9;5;0
29;17;41;8;6;2;8;0
5;13;8;46;16;5;2;0
14;35;12;13;5;11;0;0
28;21;11;46;5;5;3;0
15;12;24;18;17;1;2;0
45;19;49;10;48;6;4;0
15;31;4;12;22;0;1;0
35;40;3;4;39;1;5;0
31;37;27;43;40;10;1;0
42;37;45;27;9;3;11;0
23;21;23;41;30;9;3;0
1;36;40;7;41;0;6;0
32;32;1;26;18;10;11;0
27;39;43;41;14;10;10;0
2;32;43;18;40;11;1;0
10;36;7;8;35;6;10;0
16;3;38;14;40;10;7;0
49;33;33;34;4;10;4;0
16;1;30;14;34;4;8;0
5;22;10;20;22;3;1;0
8;24;16;7;23;0;9;0
1;26;2;44;40;11;7;0
31;29;25;20;6;5;11;0
13;49;25;44;20;0;11;0
32;29;13;37;34;8;4;0
24;44;45;11;29;4;0;0
11;10;20;45;37;4;8;0
26;12;19;46;27;8;3;0
6;26;0;8;31;0;6;0
28;5;7;17;0;0;9;0
28;29;8;3;29;1;0;0
25;49;3;32;7;10;1;0
35;20;43;1;49;5;11;0
48;38;26;11;23;11;7;0
28;48;18;5;36;0;4;0
29;17;40;26;3;9;3;0
0;2;47;2;38;2;5;0
29;5;40;9;21;0;3;0
5;24;12;48;7;9;10;0
13;26;33;27;6;10;6;0
32;17;31;20;3;9;3;0
43;41;44;26;45;6;3;0
18;9;23;13;5;4;0;0
43;33;27;21;15;5;5;0
17;1;46;16;4;9;8;0
3;12;25;19;22;5;4;0
47;5;12;19;34;3;6;0
42;39;48;4;37;0;2;0
23;0;35;22;10;4;1;0
28;23;45;17;24;6;4;0
29;8;32;20;37;7;7;0
9;13;26;45;0;0;1;0
46;32;32;35;49;2;0;0
40;11;34;6;13;11;10;0
29;31;7;11;31;11;4;0
26;27;19;47;28;11;9;0
42;26;16;33;4;0;5;0
14;42;24;46;0;10;6;0
37;39;34;41;27;6;11;0
37;40;8;15;3;10;0;0
3;22;43;33;14;0;0;0
26;49;41;28;12;3;9;0
33;40;23;11;15;1;10;0
11;37;25;1;35;9;1;0
9;29;41;23;36;4;11;0
38;5;24;18;18;11;7;0
28;29;15;8;13;9;4;0
5;39;2;31;43;4;8;0
23;35;3;15;23;8;5;0
46;21;49;33;49;11;11;0
13;45;27;46;12;7;0;0
16;5;40;29;49;11;4;0
31;39;28;24;6;6;4;0
32;16;1;40;8;0;3;0
0;26;26;43;26;7;11;0
9;18;49;23;38;6;8;0
16;33;14;29;36;7;0;0
33;39;42;20;37;3;9;0
0;12;15;41;17;10;7;0
11;37;32;43;22;9;8;0
9;46;7;5;32;11;1;0
18;9;23;19;5;6;4;0
26;1;27;12;46;8;2;0
34;16;17;8;35;2;2;0
23;12;16;37;31;10;6;0
34;47;37;37;23;6;4;0
45;1;8;16;31;4;8;0
43;31;9;10;13;5;1;0
3;6;23;25;33;3;3;0
19;16;25;38;40;2;9;0
1;48;16;9;3;9;1;0
15;33;6;21;21;8;9;0
10;33;33;12;21;10;10;0
37;28;19;7;35;3;5;0
1;3;9;41;12;4;6;0
40;13;32;35;37;5;3;0
16;33;21;48;28;6;3;0
39;1;35;3;25;9;10;0
30;45;22;26;27;3;2;0
47;0;41;40;34;4;10;0
39;32;49;48;27;9;7;0
36;32;10;42;49;4;5;0
25;27;41;9;2;0;10;0
46;2;16;20;12;6;6;0
32;38;40;33;25;5;4;0
7;26;32;32;41;1;6;0
31;39;38;34;49;1;9;0
37;28;33;46;44;9;5;0
15;38;46;19;45;8;7;0
47;24;32;14;45;8;2;0
41;23;25;0;36;0;8;0
36;3;10;33;32;3;2;0
2;47;4;2;26;1;11;0
23;19;36;22;4;8;6;0
37;48;31;25;43;3;2;0
25;12;8;5;5;1;6;0
37;36;17;47;8;9;0;0
7;43;13;42;35;10;7;0
17;3;8;43;35;0;6;0
46;7;5;23;28;1;5;0
29;4;31;17;34;8;7;0
17;12;3;21;34;2;6;0
29;6;21;10;48;6;1;0
29;10;32;4;44;3;2;0
8;30;2;6;0;9;11;0
18;9;47;19;31;3;5;0
27;34;38;41;13;4;9;0
33;17;2;3;25;3;11;0
5;39;37;28;14;1;2;0
49;33;44;1;46;10;4;0
40;32;38;36;49;11;11;0
4;17;14;4;41;0;9;0
15;34;25;36;15;7;6;0
4;17;33;19;3;5;8;0
16;22;29;28;43;10;10;0
46;36;45;20;36;10;11;0
21;34;40;10;8;4;7;0
35;42;44;5;38;3;9;0
15;29;31;7;39;2;2;0
14;9;47;2;43;8;6;0
7;10;49;33;11;3;11;0
30;36;25;46;28;4;11;0
39;23;11;19;38;9;7;0
15;46;8;9;49;11;8;0
1;11;26;16;37;4;7;0
34;9;26;8;7;1;5;0
29;34;30;23;8;4;0;0
49;38;32;49;37;10;0;0
32;38;23;8;36;8;0;0
16;20;2;15;14;4;0;0
22;48;32;2;8;11;9;0
5;40;45;7;46;9;3;0
39;13;13;32;35;10;8;0
45;13;49;45;48;8;5;0
27;9;24;10;45;11;1;0
47;23;14;14;27;0;5;0
26;5;8;2;4;11;10;0
22;9;24;22;37;5;3;0
19;41;1;33;11;8;8;0
46;29;13;3;36;4;9;0
40;44;42;26;29;5;7;0
49;8;4;1;45;11;2;0
10;30;29;9;41;5;8;0
16;34;5;34;41;8;11;0
13;38;38;15;10;10;5;0
49;11;7;11;13;11;10;0
0;5;26;23;6;1;4;0
37;37;36;30;38;9;10;0
21;33;33;38;28;10;1;0
45;13;6;44;14;9;4;0
5;11;49;39;4;0;0;0
16;45;36;39;18;2;3;0
12;27;23;37;36;1;7;0
20;31;13;28;47;5;5;0
21;22;29;20;47;6;3;0
36;3;14;2;10;4;1;0
46;34;42;15;9;11;9;0
24;30;23;47;35;11;1;0
35;48;6;34;5;6;3;0
39;3;8;3;30;7;9;0
3;15;13;35;17;9;10;0
30;45;21;6;24;6;2;0
49;3;28;13;10;7;10;0
29;47;34;45;44;5;6;0
0;37;14;37;8;4;0;0
39;9;15;23;6;3;6;0
20;2;11;41;10;1;11;0
34;49;48;26;23;10;4;0
43;2;40;18;4;2;11;0
3;13;31;4;47;11;9;0
27;41;37;36;11;5;10;0
10;3;18;2;29;5;9;0
26;8;24;37;19;10;4;0
32;42;45;3;42;3;2;0
38;35;8;35;8;5;3;0
20;21;23;29;2;2;8;0
40;21;37;23;26;11;7;0
23;22;36;2;7;4;7;0
31;34;28;32;3;5;0;0
43;14;36;17;19;3;3;0
48;0;38;14;22;8;9;0
7;35;27;6;16;1;5;0
9;23;14;16;36;11;10;0
10;26;47;8;5;1;7;0
41;18;35;25;17;1;8;0
39;20;47;25;9;9;8;0
44;9;15;38;33;11;0;0
27;2;28;7;37;10;9;0
48;7;17;28;35;9;4;0
47;29;36;26;27;2;1;0
22;6;34;44;39;8;8;0
11;26;11;35;15;5;3;0
14;27;2;17;33;4;2;0
40;47;37;2;31;5;7;0
2;38;47;9;6;11;4;0
43;8;45;4;37;0;1;0
40;33;44;1;26;0;11;0
48;32;38;2;3;9;7;0
17;44;15;26;45;0;9;0
32;11;23;19;7;9;11;0
25;11;49;44;31;4;10;0
2;10;45;38;10;11;1;0
38;40;39;0;21;1;10;0
48;18;21;1;28;4;2;0
46;2;6;29;13;8;6;0
17;0;11;46;26;4;10;0
43;15;49;0;7;7;1;0
0;28;5;44;12;6;10;0
9;35;29;28;28;6;4;0
31;6;20;27;48;6;1;0
28;5;48;14;45;11;4;0
6;41;40;23;36;0;11;0
43;7;29;26;45;5;4;0
13;41;15;25;20;8;4;0
12;20;28;44;36;11;6;0
49;41;42;0;23;2;5;0
7;22;24;42;24;8;2;0
9;10;45;31;5;4;3;0
48;43;48;6;12;1;5;0
22;27;39;42;1;0;8;0
43;36;19;12;21;2;11;0
19;27;17;17;35;7;4;0
20;33;10;47;38;4;7;0
23;38;49;48;7;8;4;0
28;15;35;1;48;11;2;0
10;0;46;24;4;9;0;0
21;46;18;5;27;9;0;0
21;11;16;44;1;11;1;0
43;15;20;33;14;9;2;0
32;27;23;48;39;5;3;0
1;5;20;3;49;7;10;0
39;27;37;18;16;2;9;0
41;47;28;7;47;9;11;0
37;39;10;18;35;11;8;0
6;19;8;17;14;6;0;0
21;31;19;6;47;5;2;0
18;18;9;14;40;1;4;0
6;9;16;43;23;0;6;0
2;23;36;34;41;5;2;0
9;19;37;19;46;11;3;0
3;14;37;21;15;2;3;0
43;9;38;2;19;11;1;0
27;43;10;12;9;0;9;0
34;25;8;40;3;5;10;0
35;39;5;28;39;4;10;0
10;49;49;37;27;10;7;0
32;41;40;4;3;6;5;0
36;42;6;3;48;9;11;0
49;11;24;26;38;0;4;0
27;18;3;12;28;11;0;0
20;44;38;18;35;10;6;0
32;46;15;41;24;1;2;0
0;23;19;22;47;9;8;0
11;34;23;4;7;0;2;0
34;3;35;47;36;8;2;0
8;19;35;25;23;6;5;0
26;32;36;19;39;11;0;0
7;29;23;16;10;9;8;0
3;1;1;18;42;2;3;0
11;31;42;28;27;11;2;0
18;34;32;17;25;2;4;0
32;22;22;46;29;9;1;0
1;39;38;41;15;9;11;0
12;42;40;10;13;11;2;0
49;23;4;1;16;11;11;0
6;0;42;34;40;9;0;0
5;8;2;6;7;4;11;0
7;37;29;46;39;9;2;0
41;17;17;37;28;4;8;0
38;43;44;4;36;4;0;0
38;27;30;10;37;10;2;0
39;25;18;48;4;9;3;0
22;46;43;14;6;7;9;0
10;49;10;12;25;5;9;0
46;10;45;28;41;3;1;0
34;25;6;28;6;7;1;0
36;20;49;18;22;2;10;0
47;31;30;46;29;5;1;0
39;13;28;20;10;4;4;0
36;44;33;24;27;3;4;0
28;20;45;36;22;9;1;0
19;48;9;0;35;3;11;0
15;33;7;46;17;7;8;0
8;49;0;9;18;5;6;0
18;34;35;42;11;10;9;0
30;48;4;10;2;11;11;0
26;40;5;16;2;7;1;0
38;3;12;37;19;8;9;0
16;48;37;1;46;0;7;0
5;10;18;9;21;6;0;0
43;21;21;40;40;7;1;0
11;31;33;14;17;10;5;0
7;21;47;17;14;10;0;0
16;15;46;0;1;0;3;0
29;1;22;2;22;4;4;0
40;1;38;35;5;10;8;0
23;15;48;17;39;0;9;0
20;28;45;26;25;0;5;0
23;4;0;25;28;4;11;0
31;14;18;19;21;3;4;0
20;16;43;29;19;6;8;0
43;22;2;32;28;3;9;0
39;16;7;42;11;6;1;0
20;36;29;1;27;8;8;0
2;20;48;10;21;0;5;0
49;47;30;44;20;5;8;0
48;24;49;47;43;0;1;0
7;42;3;6;10;9;0;0
41;37;46;49;27;5;3;0
19;26;33;25;21;2;1;0
32;7;6;43;9;10;3;0
5;8;44;4;0;10;4;0
27;43;10;34;43;10;4;0
46;4;8;1;14;0;8;0
12;31;17;26;18;1;11;0
16;39;24;13;6;3;10;0
5;26;21;29;6;7;4;0
44;7;20;21;46;8;4;0
20;10;42;32;40;9;7;0
35;2;42;24;49;2;4;0
43;5;17;23;48;7;4;0
36;45;2;7;0;7;3;0
49;35;26;46;41;3;6;0
21;34;2;19;13;3;5;0
43;14;5;0;22;5;8;0
1;8;4;20;21;10;0;0
33;37;12;44;49;9;2;0
24;44;26;47;37;10;9;0
5;16;11;10;14;9;3;0
13;42;8;46;35;7;4;0
35;8;49;17;43;2;11;0
26;35;19;49;40;5;7;0
32;49;41;45;32;2;1;0
12;19;35;8;41;8;10;0
33;15;25;40;6;5;10;0
26;11;45;45;36;8;0;0
11;33;40;2;20;1;2;0
3;18;49;42;17;0;0;0
6;27;16;2;44;7;5;0
35;30;32;34;2;6;9;0
2;4;37;12;7;5;3;0
26;37;9;2;17;8;3;0
46;46;27;36;22;3;8;0
14;6;38;35;18;6;7;0
29;47;42;47;44;7;2;0
22;11;20;41;23;10;7;0
5;24;5;45;22;2;7;0
35;13;45;28;8;7;11;0
43;38;25;28;13;3;4;0
44;14;6;11;23;1;0;0
46;48;24;17;34;8;6;0
23;21;8;10;29;7;6;0
45;0;38;41;12;2;2;0
39;2;29;23;35;11;1;0
9;20;7;48;9;1;11;0
41;20;33;48;39;3;11;0
15;2;40;6;43;8;2;0
31;29;43;7;8;6;9;0
4;28;25;20;3;3;0;0
8;17;11;21;3;5;6;0
14;24;7;2;13;8;7;0
27;5;23;27;7;10;3;0
31;45;5;13;10;6;10;0
25;25;3;14;45;2;9;0
42;35;37;42;42;9;10;0
6;14;7;4;25;5;3;0
29;26;37;30;1;7;11;0
39;25;16;24;3;4;4;0
41;19;25;2;38;7;8;0
30;2;16;30;5;10;8;0
38;26;21;16;25;2;2;0
21;5;8;29;43;3;3;0
19;37;0;20;4;7;4;0
8;20;18;33;9;9;9;0
36;23;29;21;16;1;9;0
19;20;13;38;22;0;11;0
0;29;47;26;49;7;8;0
32;28;14;26;23;6;8;0
35;6;49;18;16;5;10;0
23;23;28;3;25;0;0;0
29;45;20;44;5;3;10;0
49;45;9;26;33;1;4;0
34;23;17;5;47;5;9;0
24;36;3;4;31;8;4;0
34;19;9;40;6;9;8;0
2;46;34;16;46;8;7;0
10;27;9;10;49;10;10;0
43;48;34;42;24;1;1;0
13;41;23;16;32;7;5;0
9;41;9;25;23;7;4;0
2;30;8;30;38;0;8;0
3;30;24;19;45;2;5;0
6;19;28;1;40;9;2;0
44;18;30;47;36;10;2;0
4;17;40;7;25;10;4;0
33;16;15;29;35;7;0;0
21;34;19;15;21;11;7;0
25;5;16;20;16;3;11;0
25;9;37;12;36;2;4;0
13;21;37;21;9;7;8;0
30;3;47;27;35;8;11;0
34;14;17;2;5;0;11;0
18;31;24;48;6;0;11;0
43;16;5;26;10;1;2;0
22;17;16;20;29;8;0;0
17;11;19;45;14;2;0;0
6;40;17;32;49;10;3;0
46;17;41;38;46;2;5;0
2;43;29;49;42;6;11;0
18;1;7;29;12;6;6;0
46;48;8;48;37;1;0;0
5;21;39;2;18;7;5;0
45;15;34;25;15;3;3;0
32;2;9;24;11;6;0;0
10;35;31;8;14;8;3;0
44;24;39;33;28;1;7;0
9;34;24;14;38;2;6;0
17;35;32;33;31;11;8;0
17;13;17;5;18;3;5;0
41;36;19;44;22;8;7;0
46;45;29;45;20;2;11;0
27;18;20;2;11;0;3;0
42;0;41;31;16;5;7;0
18;46;17;22;1;5;8;0
8;9;9;45;48;3;7;0
38;43;17;19;15;8;4;0
2;10;35;46;1;9;3;0
32;30;37;21;4;11;5;0
28;13;13;48;44;1;4;0
44;41;37;37;40;6;8;0
41;35;44;22;14;0;8;0
33;20;22;43;36;0;9;0
0;37;38;6;37;3;0;0
31;23;23;33;41;3;4;0
18;40;18;43;20;8;2;0
47;16;33;28;16;4;0;0
22;25;40;2;49;6;0;0
19;46;23;45;48;3;6;0
21;45;43;19;46;7;1;0
29;1;35;29;40;0;11;0
32;9;31;32;1;7;7;0
35;46;17;19;6;5;11;0
44;10;1;19;49;6;1;0
41;6;39;25;24;3;10;0
0;39;46;31;7;6;7;0
12;13;26;21;39;8;5;0
45;21;15;1;15;5;5;0
48;40;19;25;40;11;8;0
14;37;20;10;29;9;1;0
6;5;39;36;40;4;10;0
3;43;45;14;7;2;0;0
31;6;34;37;15;2;2;0
48;22;26;11;9;2;6;0
44;1;19;40;22;8;8;0
27;28;45;40;8;2;11;0
47;49;20;11;19;1;8;0
48;21;13;18;8;7;6;0
32;47;9;17;30;2;10;0
4;5;34;21;9;10;2;0
16;39;4;22;4;2;0;0
45;7;11;10;12;7;11;0
18;11;23;21;21;5;3;0
25;6;9;14;14;5;1;0
46;41;16;28;31;8;7;0
44;17;47;32;11;10;8;0
10;6;20;4;32;4;7;0
26;47;11;18;5;2;4;0
11;47;31;17;24;8;8;0
6;27;43;11;25;8;5;0
13;46;4;37;25;5;1;0
24;49;23;40;20;4;2;0
3;4;30;41;26;7;10;0
49;1;5;47;27;4;1;0
39;26;33;4;45;3;11;0
0;42;11;10;15;8;4;0
12;35;38;3;22;1;6;0
4;45;28;45;18;4;1;0
6;40;49;7;33;11;5;0
46;13;5;13;1;9;2;0
15;7;3;10;30;0;1;0
14;19;27;6;20;9;8;0
49;41;21;15;46;9;5;0
24;4;12;38;44;7;5;0
32;44;46;19;31;9;6;0
22;18;18;5;18;9;2;0
4;23;39;11;11;0;6;0
34;47;46;2;5;3;7;0
22;36;49;6;29;4;1;0
42;47;23;23;20;10;3;0
25;47;48;15;37;1;8;0
17;45;14;43;33;1;7;0
17;38;3;38;13;9;10;0
20;10;1;41;32;10;4;0
14;41;30;20;14;0;9;0
17;28;21;26;18;10;7;0
36;13;19;19;38;2;11;0
7;36;8;44;25;11;4;0
1;16;10;12;3;5;10;0
5;7;40;31;10;9;6;0
28;36;11;28;7;8;8;0
8;6;18;16;1;1;0;0
36;29;47;31;17;11;6;0
4;1;8;3;12;7;2;0
39;11;44;49;24;11;1;0
25;9;3;44;26;11;8;0
4;11;29;26;8;7;0;0
7;35;37;47;49;1;7;0
14;13;2;20;18;11;5;0
8;36;8;13;11;8;0;0
8;41;47;33;12;0;5;0
43;28;13;30;11;2;5;0
25;11;25;45;18;6;2;0
19;2;37;29;39;2;11;0
41;10;33;13;0;8;9;0
0;26;10;37;9;1;1;0
24;33;34;24;16;1;9;0
36;47;36;45;11;10;10;0
44;34;13;4;49;3;7;0
33;29;19;46;19;8;3;0
40;29;12;24;45;1;9;0
35;34;19;25;7;1;7;0
42;34;42;0;26;5;11;0
10;27;17;40;23;8;9;0
27;10;22;37;12;1;8;0
0;45;3;47;38;1;7;0
16;32;12;7;49;4;6;0
49;14;45;20;34;0;8;0
46;20;35;18;41;11;5;0
31;21;11;47;44;11;2;0
36;42;37;48;32;3;8;0
12;27;16;19;35;2;9;0
0;44;16;9;34;7;11;0
38;40;29;44;39;2;5;0
3;30;36;11;36;10;6;0
45;26;10;22;0;8;9;0
45;14;5;26;25;7;0;0
46;32;36;37;23;6;9;0
9;5;5;0;20;0;1;0
20;4;0;38;47;10;6;0
32;22;11;19;4;10;5;0
12;15;19;34;25;2;7;0
39;18;9;42;29;3;7;0
39;38;8;28;17;6;5;0
38;9;14;6;5;0;1;0
15;38;40;17;9;1;0;0
7;21;7;29;18;4;6;0
42;14;5;15;25;11;1;0
36;31;30;48;0;5;11;0
46;41;4;1;40;10;7;0
35;46;23;0;8;4;1;0
41;2;40;22;47;11;5;0
36;20;1;18;30;0;7;0
10;4;41;42;48;10;4;0
49;3;8;16;42;7;1;0
48;30;13;12;45;9;0;0
31;38;33;20;39;0;2;0
23;43;5;48;18;6;8;0
31;31;43;10;36;5;0;0
44;32;42;34;7;4;0;0
37;43;15;25;3;11;4;0
39;34;43;31;48;6;1;0
44;40;23;23;0;0;8;0
15;12;8;32;15;10;2;0
0;16;47;44;45;2;5;0
2;26;13;41;26;9;1;0
40;15;0;33;30;5;0;0
24;15;23;35;43;1;4;0
10;14;33;16;21;11;6;0
9;20;8;26;23;2;5;0
10;5;39;3;44;3;4;0
3;42;46;45;11;2;4;0
25;32;26;30;2;3;4;0
17;44;18;44;29;3;4;0
4;24;9;22;13;5;9;0
49;15;14;24;30;10;8;0
31;2;46;47;9;0;6;0
38;29;33;24;40;7;6;0
3;45;29;27;49;11;11;0
45;7;28;45;26;5;11;0
12;25;3;23;11;5;2;0
39;39;11;3;12;4;1;0
26;26;15;48;2;4;7;0
43;19;44;0;6;3;6;0
7;24;37;44;5;3;2;0
21;22;38;25;22;9;7;0
24;36;34;5;4;4;5;0
34;30;22;36;38;3;8;0
9;26;22;18;23;1;1;0
25;22;47;23;2;5;6;0
6;40;29;41;28;7;9;0
14;2;32;7;2;7;0;0
46;11;7;26;8;10;3;0
2;24;14;31;2;6;9;0
29;31;45;41;18;1;2;0
23;9;15;9;22;6;11;0
11;5;0;0;12;9;10;0
42;8;47;43;35;4;9;0
6;2;16;44;12;5;6;0
46;22;28;39;36;8;2;0
10;48;3;31;26;4;7;0
27;10;48;6;15;9;3;0
47;38;7;13;28;4;7;0
18;28;6;29;7;6;8;0
49;28;32;23;8;3;5;0
20;24;28;33;24;7;11;0
41;44;27;45;24;8;11;0
9;7;36;16;21;8;10;0
48;42;27;22;14;4;2;0
21;20;30;15;21;9;2;0
1;11;3;20;44;1;5;0
42;34;7;48;10;7;6;0
26;49;2;16;42;7;11;0
49;36;9;25;4;8;2;0
47;30;14;41;5;9;5;0
5;3;28;49;0;9;7;0
1;34;36;32;0;2;10;0
38;49;38;18;10;9;7;0
26;18;8;39;38;9;6;0
31;18;27;18;4;7;3;0
22;15;30;32;40;5;3;0
7;0;44;34;18;9;10;0
17;35;39;48;40;1;11;0
21;37;43;47;36;0;1;0
42;45;9;39;3;6;7;0
34;40;33;41;21;11;7;0
34;47;30;3;8;7;0;0
46;4;24;36;18;8;10;0
27;35;4;15;21;2;6;0
40;32;28;6;13;0;4;0
15;28;4;0;7;0;1;0
34;29;15;48;9;11;5;0
28;14;23;28;11;0;10;0
47;22;13;33;8;11;5;0
44;36;42;28;13;0;10;0
5;30;1;29;20;2;1;0
31;18;7;35;26;11;4;0
49;14;43;19;23;4;1;0
34;34;40;43;41;2;11;0
16;1;14;45;4;11;10;0
10;34;6;25;21;7;0;0
41;9;1;22;43;7;0;0
15;41;41;28;23;10;5;0
30;2;28;48;25;6;10;0
16;5;3;15;22;9;2;0
48;26;44;10;44;0;7;0
33;5;20;16;6;9;2;0
10;5;3;31;43;2;7;0
30;36;11;2;23;2;8;0
12;19;4;9;7;4;8;0
36;32;14;7;26;5;2;0
32;1;13;35;3;3;8;0
19;34;0;45;29;10;4;0
32;12;8;35;8;8;10;0
45;16;1;22;6;11;6;0
49;20;19;46;4;10;9;0
16;36;22;29;32;9;10;0
0;41;45;6;28;2;3;0
22;41;34;9;37;7;9;0
4;38;32;31;14;11;0;0
31;26;46;15;49;8;9;0
42;3;7;29;20;6;10;0
46;25;13;41;42;6;5;0
45;21;47;3;7;7;6;0
43;49;30;48;6;9;10;0
26;41;12;14;44;7;10;0
7;17;42;25;36;9;7;0
36;11;21;38;0;2;3;0
12;36;24;48;40;4;0;0
32;41;6;32;30;4;0;0
7;22;34;42;25;4;6;0
14;14;38;18;32;2;3;0
12;28;16;35;45;6;8;0
39;25;33;5;31;5;11;0
42;16;8;15;26;0;4;0
21;36;10;33;9;7;3;0
35;38;20;15;40;7;9;0
45;6;31;10;7;7;9;0
46;22;2;8;8;5;2;0
16;40;38;13;25;5;9;0
44;23;11;32;40;8;6;0
29;32;20;36;17;2;6;0
46;17;22;14;3;4;11;0
21;19;7;39;8;3;0;0
10;32;24;14;28;7;10;0
45;14;6;6;27;8;1;0
11;34;15;22;30;7;9;0
42;21;2;44;8;2;8;0
43;41;48;21;25;6;0;0
20;4;25;19;8;2;8;0
38;40;7;20;49;8;0;0
22;27;22;44;25;3;5;0
33;24;1;21;6;7;3;0
14;45;39;26;4;5;4;0
25;23;12;49;16;5;0;0
35;40;49;40;30;9;4;0
9;38;34;22;49;10;6;0
49;42;36;18;3;8;0;0
6;38;21;4;39;10;7;0
49;18;33;1;23;3;0;0
34;43;31;43;44;5;10;0
26;17;16;32;17;3;3;0
42;41;48;31;36;4;7;0
34;48;38;1;28;4;10;0
48;39;31;47;25;0;8;0
23;37;29;45;29;6;11;0
16;4;1;39;20;4;3;0
43;31;20;49;39;5;6;0
3;36;31;2;1;3;7;0
24;20;0;29;46;0;2;0
34;49;7;1;41;2;3;0
4;11;11;28;3;7;4;0
37;25;39;17;20;6;5;0
21;27;41;12;15;7;2;0
17;33;19;36;29;10;0;0
28;14;48;14;6;8;8;0
38;27;17;43;13;5;7;0
4;8;9;37;23;9;8;0
25;39;4;28;0;8;2;0
3;18;12;31;39;6;2;0
46;48;24;1;30;1;10;0
48;5;16;34;43;8;5;0
18;7;2;24;35;8;5;0
44;14;1;10;31;8;0;0
19;41;38;48;13;11;5;0
4;3;44;44;31;11;5;0
29;45;36;39;11;4;11;0
13;33;10;36;34;7;11;0
42;9;33;46;37;1;7;0
29;2;30;34;33;1;10;0
36;46;23;47;32;5;1;0
49;8;13;6;25;2;7;0
6;1;39;36;46;9;0;0
13;40;35;29;15;7;3;0
27;22;33;25;15;0;5;0
33;16;19;24;18;1;9;0
23;20;16;19;23;9;10;0
10;35;40;42;30;3;10;0
9;20;44;13;33;1;3;0
33;46;5;34;26;3;6;0
17;35;1;21;36;11;3;0
10;18;20;40;44;6;1;0
6;12;14;9;19;11;2;0
14;40;38;2;3;3;7;0
27;4;32;9;45;3;3;0
24;6;28;26;22;1;5;0
48;34;26;30;15;9;7;0
35;19;15;21;8;1;11;0
7;6;28;28;40;9;5;0
37;5;36;5;36;9;11;0
40;21;30;8;44;6;9;0
43;25;18;20;31;8;1;0
40;2;11;10;38;2;8;0
5;19;3;35;11;4;1;0
35;29;35;25;27;8;6;0
20;32;36;17;39;4;10;0
22;36;3;10;9;11;8;0
20;14;6;25;27;0;11;0
7;5;40;7;9;1;9;0
6;35;18;39;13;10;10;0
2;32;42;24;23;2;10;0
21;40;3;42;41;9;6;0
16;11;30;46;15;11;6;0
33;16;8;47;34;0;2;0
47;2;34;3;33;2;2;0
17;28;35;25;20;7;2;0
34;39;13;32;46;11;0;0
13;24;14;14;46;2;10;0
6;10;9;36;21;8;10;0
38;44;3;7;15;9;2;0
16;45;45;11;40;10;3;0
14;47;49;39;9;9;3;0
17;32;45;41;6;3;2;0
0;16;18;31;15;5;5;0
0;44;42;13;36;9;6;0
9;10;9;45;29;8;1;0
14;42;44;29;41;2;5;0
32;38;11;38;42;3;8;0
11;5;6;14;30;5;9;0
13;28;29;33;3;7;10;0
45;4;47;19;14;6;4;0
13;29;0;11;19;2;3;0
41;3;41;13;31;9;5;0
33;33;37;26;21;4;8;0
28;0;17;30;25;6;5;0
6;17;43;6;1;5;8;0
0;46;46;4;11;8;2;0
19;27;19;27;14;8;6;0
42;31;1;46;13;0;0;0
37;24;29;40;10;8;5;0
3;21;46;26;23;6;9;0
49;29;15;19;33;2;4;0
32;33;23;21;29;2;2;0
11;15;45;44;21;11;0;0
31;25;0;20;9;3;11;0
28;37;40;6;18;4;10;0
29;13;40;7;42;6;7;0
46;6;46;19;12;10;8;0
22;14;47;26;43;6;4;0
34;26;45;41;42;10;5;0
8;14;13;22;22;11;7;0
4;42;2;2;11;2;2;0
23;37;32;3;34;6;9;0
28;4;40;10;8;11;2;0
30;44;4;47;21;6;10;0
8;11;21;49;42;10;1;0
19;7;15;45;12;8;1;0
29;16;37;45;31;6;6;0
42;14;15;18;43;5;6;0
